latitude,longitude,indexmatch,rownum,last_name,dist,county,delegate,hb0980,track,nimsp_candidate_id,full_name,id,first_name,middle_name,district,district_padded,sort1,state,votesmart_id,party,email,all_ids/0,all_ids/1,leg_id,active,transparencydata_id,nickname,photo_url,url,country,created_at,level,nimsp_id,phone,offices/0/address,suffixes,all_ids/2,twitter
39.52882362,-77.52524002,4,2,Ciliberti,4,Frederick & Carroll,"Ciliberti, Barrie S.",NAY,c,,Barrie S. Ciliberti,MDL000716,Barrie S.,,4,004,4,md,,Republican,Barrie.Ciliberti@house.state.md.us,MDL000716,,MDL000716,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/ciliberti01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ciliberti01&stab=01,,2/5/2015 0:45:00,,,410-841-3080,"324 House Office Bldg.
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3028 | 301-858-3028",,,
39.44197653,-77.19696777,4,3,Vogt,4,Frederick & Carroll,"Vogt, David E., III",NAY,c,,"David E. Vogt, III",MDL000687,David E,,4,004,4,md,,Republican,David.Vogt@house.state.md.us,MDL000687,,MDL000687,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/vogt01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=vogt01&stab=01,,1/14/2015 21:51:00,,,410-841-3118,"326 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",III,,DavidVogt_MD
39.65285002,-77.15035376,5,4,Rose,5,Carroll,"Rose, April",NAY,f,,April Rose,MDL000718,April,,5,005,5,md,,Republican,April.Rose@house.state.md.us,MDL000718,,MDL000718,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/rose01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=rose01&stab=01,,3/18/2015 1:13:00,,,410-841-3070,"320 House Office Building
 6 Bladen St.
 Annapolis, MD 21401",,,
39.67078268,-76.93562544,5,5,Krebs,5,Carroll,"Krebs, Susan W.",NAY,f,,Susan W. Krebs,MDL000653,Susan W.,,5,005,5,md,,Republican,susan.krebs@house.state.md.us,MDL000653,,MDL000653,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/krebs.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=krebs&stab=01,,1/14/2015 21:51:00,,,410-841-3200,"324 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3349",,,
39.51499906,-76.9919648,5,6,Shoemaker,5,Carroll,"Shoemaker, Haven",NAY,c,,Haven Shoemaker,MDL000655,Haven,,5,005,5,md,,Republican,Haven.Shoemaker@house.state.md.us,MDL000655,,MDL000655,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/shoemaker01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=shoemaker01&stab=01,,1/14/2015 21:51:00,,,410-841-3359,"320 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,Commshoemaker
39.26727177,-76.41994641,6,7,Long,6,Baltimore,"Long, Robert B.",NAY,f,,Robert B. Long,MDL000658,Robert B.,,6,006,6,md,,Republican,Bob.Long@house.state.md.us,MDL000658,MDL000706,MDL000658,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/long01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=long01&stab=01,,1/14/2015 21:51:00,,,410-841-3458,"325 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,DelegateLong
39.28509942,-76.50748663,6,8,Metzgar,6,Baltimore,"Metzgar, Ric",NAY,f,,Ric Metzgar,MDL000685,Ric,,6,006,6,md,,Republican,Ric.Metzgar@house.state.md.us,MDL000685,,MDL000685,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/metzgar01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=metzgar01&stab=01,,1/14/2015 21:51:00,,,410-841-3332,"307 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,
39.23125778,-76.47607452,6,9,Grammer,6,Baltimore,"Grammer, Robin L., Jr.",NAY,f,,"Robin L. Grammer, Jr.",MDL000681,Robin L,,6,006,6,md,,Republican,Robin.Grammer@house.state.md.us,MDL000681,,MDL000681,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/grammer01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=grammer01&stab=01,,1/14/2015 21:51:00,,,410-841-3298,"307 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",Jr.,,RobinGrammer
39.54773652,-76.49800024,7,10,McDonough,7,Baltimore & Harford,"McDonough, Pat",NAY,f,92452,Patrick L McDonough,MDL000325,Patrick,L,7,007,7,md,342,Republican,pat.mcdonough@house.state.md.us,MDL000325,MDL000554,MDL000325,TRUE,5521301b9ad94481a5d1598e42175a7c,,http://mgaleg.maryland.gov/2015RS/images/mcdonough.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mcdonough&stab=01,us,8/27/2010 22:54:00,state,8,410-841-3334,"310 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3598",,,Pat_McDonough
39.67251374,-76.55382728,7,11,Szeliga,7,Baltimore & Harford,"Szeliga, Kathy",NAY,f,,Kathy J Szeliga,MDL000412,Kathy,J,7,007,7,md,127407,Republican,kathy.szeliga@house.state.md.us,MDL000412,MDL000594,MDL000412,TRUE,7faa8a29cff1462780ea146d5a66b218,,http://mgaleg.maryland.gov/2015RS/images/szeliga.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=szeliga&stab=01,us,1/14/2011 22:24:00,state,,410-841-3698,"212 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3023",,,MarylandKathy
39.46165941,-76.4048104,7,12,Impallaria,7,Baltimore & Harford,"Impallaria, Rick",NAY,f,92374,Richard K Impallaria,MDL000298,Richard,K,7,007,7,md,36332,Republican,rick.impallaria@house.state.md.us,MDL000298,MDL000533,MDL000298,TRUE,62591fd9d4b34ce2b5e6692c1638a04a,,http://mgaleg.maryland.gov/2015RS/images/impallaria.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=impallaria&stab=01,us,8/27/2010 22:54:00,state,5304,410-841-3289,"310 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3598",,,
39.35335256,-76.51313599,8,13,Bromwell,8,Baltimore,"Bromwell, Eric M.",NAY,c,92204,Eric M Bromwell,MDL000255,Eric,M,8,008,8,md,36188,Democrat,eric.bromwell@house.state.md.us,MDL000255,MDL000486,MDL000255,TRUE,357bdf6184b14223974806c57353d7f3,,http://mgaleg.maryland.gov/2015RS/images/bromwell.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=bromwell&stab=01,us,8/27/2010 22:54:00,state,5285,410-841-3766,"415 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3850",,,EricBromwell
39.37130435,-76.46063362,8,14,Miele,8,Baltimore,"Miele, Christian",NAY,f,,"Miele, Christian",MDL000673,Christian,,8,008,8,md,,Republican,Christian.Miele@house.state.md.us,MDL000673,,MDL000673,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/miele01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=miele01&stab=01,,1/14/2015 21:51:00,,,410-841-3365,"316 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,Christian_Miele
39.39934458,-76.48423316,8,15,Cluster,8,Baltimore,"Cluster, John W. E., Jr.",NAY,f,,John W.E. Cluster Jr.,MDL000392,John,W.E.,8,008,8,md,36182,Republican,john.cluster@house.state.md.us,MDL000392,MDL000495,MDL000392,TRUE,4f8de2a5ca9f4614a80d9aca1bb2e6e7,,http://mgaleg.maryland.gov/2015RS/images/cluster.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cluster&stab=01,us,1/14/2011 22:24:00,state,,410-841-3526,"308 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3098",Jr.,,
39.30764873,-76.95405604,9A,103,Kittleman,9A,Howard & Carroll,"Kittleman, Trent",NAY,c,,Trent Kittleman,MDL000671,Trent,,9A,09A,9,md,,Republican,Trent.Kittleman@house.state.md.us,MDL000671,,MDL000671,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/kittleman02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kittleman02&stab=01,,1/14/2015 21:51:00,,,410-841-3556,"202 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,TrentKittleman
39.31811852,-77.10523947,9A,104,Miller,9A,Howard & Carroll,"Miller, Warren E.",NAY,c,92467,Warren E Miller,MDL000328,Warren,E,9A,09A,9,md,36261,Republican,warren.miller@house.state.md.us,MDL000328,MDL000559,MDL000328,TRUE,855ae742116c45b1a4f25bc89b6211ef,,http://mgaleg.maryland.gov/2015RS/images/miller.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=miller&stab=01,us,8/27/2010 22:54:00,state,5294,410-841-3582,"403 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3571 | 301-858-3571",,,delwarmill
39.26415279,-76.8430186,9B,105,Flanagan,9B,Howard,"Flanagan, Robert L.",NAY,c,,Robert L. Flanagan,MDL000631,Robert L.,,9B,09B,9,md,,Republican,Bob.Flanagan@house.state.md.us,MDL000631,,MDL000631,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/flanagan01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=flanagan01&stab=01,,1/14/2015 21:51:00,,,410-841-3077,"430 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3241 | 301-858-3241",,,FlanaganForEC
39.54635221,-76.81506996,10,16,Brooks,10,Baltimore,"Brooks, Benjamin",YEA,c,,Benjamin Brooks,MDL000625,Benjamin,,10,010,10,md,,Democrat,Benjamin.Brooks@house.state.md.us,MDL000625,,MDL000625,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/brooks01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=brooks01&stab=01,,1/14/2015 21:51:00,,,410-841-3352,"304 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,BenBrooksSr
39.36052839,-76.82435566,10,17,Jalisi,10,Baltimore,"Jalisi, Jay",YEA,c,,Jay Jalisi,MDL000638,Jay,,10,010,10,md,,Democrat,Jay.Jalisi@house.state.md.us,MDL000638,,MDL000638,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/jalisi01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jalisi01&stab=01,,1/14/2015 21:51:00,,,410-841-3358,"304 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3100 | 301-858-3100",,,FriendsofJalisi
39.45425964,-76.83380234,10,18,Jones,10,Baltimore,"Jones, Adrienne A.",YEA,c,92389,Adrienne A Jones,MDL000304,Adrienne,A,10,010,10,md,2029,Democrat,drienne.jones@house.state.md.us,MDL000304,MDL000538,MDL000304,TRUE,c6b2fd66b98d4364a54a5151a02b7ece,,http://mgaleg.maryland.gov/2015RS/images/jones.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jones&stab=01,us,8/27/2010 22:54:00,state,69,410-841-3391,"312 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3157",,,
39.39636821,-76.72003779,11,19,Morhaim,11,Baltimore,"Morhaim, Dan K.",YEA,f,92476,Dan K Morhaim,MDL000332,Dan,K,11,011,11,md,6197,Democrat,dan.morhaim@house.state.md.us,MDL000332,MDL000563,MDL000332,TRUE,1f41ac0f3a1c48749d5b1a4a1870c28b,,http://mgaleg.maryland.gov/2015RS/images/morhaim.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=morhaim&stab=01,us,8/27/2010 22:54:00,state,1485,410-841-3054,"362 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3385",,,DanMorhaim
39.43468444,-76.75822894,11,20,Stein,11,Baltimore,"Stein, Dana",YEA,f,92589,Dana M Stein,MDL000361,Dana,M,11,011,11,md,36190,Democrat,dana.stein@house.state.md.us,MDL000361,MDL000589,MDL000361,TRUE,fa8de4817d8443dd9b0ca4218940813b,,http://mgaleg.maryland.gov/2015RS/images/stein.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=stein&stab=01,us,8/27/2010 22:54:00,state,5286,410-841-3527,"251 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3373",,,
39.43052809,-76.67085301,11,21,Hettleman,11,Baltimore,"Hettleman, Shelly",YEA,f,,Shelly Hettleman,MDL000667,Shelly,,11,011,11,md,,Democrat,Shelly.Hettleman@house.state.md.us,MDL000667,,MDL000667,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/hettleman01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hettleman01&stab=01,,1/14/2015 21:51:00,,,410-841-3833,"311 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,shellyhettleman
39.23953725,-76.73594457,12,22,Lam,12,Baltimore & Howard,"Lam, Clarence K.",YEA,f,,Clarence K. Lam,MDL000643,Clarence K.,,12,012,12,md,,Democrat,Clarence.Lam@house.state.md.us,MDL000643,,MDL000643,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/lam01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lam01&stab=01,,1/14/2015 21:51:00,,,410-841-3205,"214 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,ClarenceLamMD
39.24150229,-76.67987998,12,23,Ebersole,12,Baltimore & Howard,"Ebersole, Eric",YEA,f,,Eric Ebersole,MDL000691,Eric,,12,012,12,md,,Democrat,Eric.Ebersole@house.state.md.us,MDL000691,,MDL000691,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/ebersole01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ebersole01&stab=01,,1/14/2015 21:51:00,,,410-841-3328,"305 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,ericebersole
39.21698284,-76.79875983,12,24,Hill,12,Baltimore & Howard,"Hill, Terri L.",YEA,f,,Terri L. Hill,MDL000647,Terri L.,,12,012,12,md,,Democrat,Terri.Hill@house.state.md.us,MDL000647,,MDL000647,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/hill02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hill02&stab=01,,1/14/2015 21:51:00,,,410-841-3378,"215 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,FriendsofTerri
39.15053668,-76.84254829,13,25,Turner,13,Howard,"Turner, Frank S.",YEA,f,92608,Frank S. Turner,MDL000368,Frank,S,13,013,13,md,6233,Democrat,frank.turner@house.state.md.us,MDL000368,MDL000596,MDL000368,TRUE,da179e1bb0954faba2579fdf2efb718c,,http://mgaleg.maryland.gov/2015RS/images/turner.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=turner&stab=01,us,8/27/2010 22:54:00,state,1499,410-841-3246,"131 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3986 | 301-858-3986",,,
39.1862137,-76.92670223,13,26,Atterbeary,13,Howard,"Atterbeary, Vanessa E.",YEA,f,,Vanessa E. Atterbeary,MDL000620,Vanessa E.,,13,013,13,md,,Democrat,Vanessa.Atterbeary@house.state.md.us,MDL000620,MDL000711,MDL000620,TRUE,,,http://mgaleg.maryland.gov/2015RS/images/atterbeary01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=atterbeary01&stab=01,,1/14/2015 21:51:00,,,410-841-3471,"216 House Office Building
 6 Bladen Street
 Annapolis, MD 21401",,,VAtterbeary
39.17229103,-76.79397761,13,27,Pendergrass,13,Howard,"Pendergrass, Shane E.",YEA,f,92512,Shane E. Pendergrass,MDL000342,Shane,E,13,013,13,md,6210,Democrat,shane.pendergrass@house.state.md.us,MDL000342,MDL000575,MDL000342,TRUE,2be20b75a3a3474a865ac712c563ec1f,,http://mgaleg.maryland.gov/2015RS/images/pendergrass.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=pendergrass&stab=01,us,8/27/2010 22:54:00,state,1491,410-841-3139,"241 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 410-841-3409 | 301-858-3409",,,
39.12178042,-76.98684471,14,28,Luedtke,14,Montgomery,"Luedtke, Eric G.",YEA,f,,Eric G. Luedtke,MDL000401,Eric,G,14,014,14,md,125762,Democrat,eric.luedtke@house.state.md.us,MDL000401,MDL000549,MDL000401,TRUE,4bb31eabfd564ed5916da1f1520af842,,http://mgaleg.maryland.gov/2015RS/images/luedtke.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=luedtke&stab=01,us,1/14/2011 22:24:00,state,,410-841-3110,"222 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3053",,,EricLuedtke
39.27340728,-77.19442338,14,29,Kaiser,14,Montgomery,"Kaiser, Anne R.",YEA,f,92393,Anne R. Kaiser,MDL000306,Anne,R,14,014,14,md,36115,Democrat,nne.kaiser@house.state.md.us,MDL000306,MDL000540,MDL000306,TRUE,e7b2a20e89414a90a110fa53f8dfd384,,http://mgaleg.maryland.gov/2015RS/images/kaiser.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kaiser&stab=01,us,8/27/2010 22:54:00,state,5277,410-841-3036,"350 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3060",,,DelegateKaiser
39.20966882,-77.09082861,14,30,Zucker,14,Montgomery,"Zucker, Craig J.",YEA,c,,Craig Zucker,MDL000417,Craig,,14,014,14,md,36311,Democrat,craig.zucker@house.state.md.us,MDL000417,MDL000610,MDL000417,TRUE,cb3617a948db4de5b43fe0cc5f05457e,,http://mgaleg.maryland.gov/2015RS/images/zucker.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=zucker&stab=01,us,1/14/2011 22:24:00,state,,410-841-3380,"224 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3266",,,DelegateZucker
39.23955885,-77.32976987,15,31,Miller,15,Montgomery,"Miller, Aruna",YEA,f,,Aruna Miller,MDL000404,Aruna,,15,015,15,md,127424,Democrat,runa.miller@house.state.md.us,MDL000404,MDL000558,MDL000404,TRUE,c0a2f5b335c74b71b9958a060eb26929,,http://mgaleg.maryland.gov/2015RS/images/miller a.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=miller%20a&stab=01,us,1/14/2011 22:24:00,state,,410-841-3090,"426 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3126",,,arunamiller
39.09289929,-77.32546509,15,32,Dumais,15,Montgomery,"Dumais, Kathleen M.",YEA,f,92269,Kathleen M. Dumais,MDL000270,Kathleen,M,15,015,15,md,36454,Democrat,kathleen.dumais@house.state.md.us,MDL000270,MDL000503,MDL000270,TRUE,23830b48994541b5b58e6fe2e8dd6802,,http://mgaleg.maryland.gov/2015RS/images/dumais.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=dumais&stab=01,us,8/27/2010 22:54:00,state,5320,410-841-3052,"101 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3219",,,KathleenDumais1
39.16437305,-77.41292448,15,33,Fraser-Hidalgo,15,Montgomery,"Fraser-Hidalgo, David",YEA,f,,David Fraser-Hidalgo,MDL000617,David,,15,015,15,md,,Democrat,david.fraser.hidalgo@house.state.md.us,MDL000617,,MDL000617,TRUE,799191c2b85d4de589c1ac8dc47cba66,,http://mgaleg.maryland.gov/2015RS/images/fraser01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fraser01&stab=01,,10/24/2013 3:02:00,,,410-841-3186,"226 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3112",,,fraserfor15
39.0207985,-77.12963224,16,34,Kelly,16,Montgomery,"Kelly, Ariana B.",YEA,f,,Ariana B Kelly,MDL000400,Ariana,B,16,016,16,md,127434,Democrat,riana.kelly@house.state.md.us,MDL000400,MDL000541,MDL000400,TRUE,e948bfb670da4e9d952d0e78538baa1a,,http://mgaleg.maryland.gov/2015RS/images/kelly a.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kelly%20a&stab=01,us,1/14/2011 22:24:00,state,,410-841-3642,"210 House Office Building
 6 Bladen Street
 Annapolis, MD 21401
 Fax: 301-858-3026",,,DelArianaKelly
